ExtractionId,SiteId,OreType,OreGrade,ExtractionDate,ShiftType,EquipmentId,QuantityTonnes,ExtractionMethod
EXT-006014,SIT-0003,Copper,Medium,2025-03-18,Evening,EQP-0003,638,Longwall
EXT-006866,SIT-0002,Iron,Medium,2025-12-08,Daytime,EQP-0401,890,Room and Pillar
EXT-003777,SIT-0002,Coal,High,2025-06-04,Evening,EQP-0741,200,Auger Mining
EXT-015888,SIT-0003,Silver,Low,2025-12-02,Overnight,EQP-0618,940,Borehole Mining
EXT-018171,SIT-0004,Coal,High,2025-11-10,Evening,EQP-0596,239,Sublevel Stoping
EXT-018998,SIT-0003,Copper,High,2025-10-09,Evening,EQP-0106,767,Underground
EXT-019157,SIT-0002,Coal,Medium,2025-04-23,Overnight,EQP-0442,561,Room and Pillar
EXT-008199,SIT-0003,Coal,High,2025-02-08,Daytime,EQP-0479,675,Auger Mining
EXT-018594,SIT-0004,Coal,Medium,2025-01-07,Evening,EQP-0521,344,Drift and Fill
EXT-009264,SIT-0002,Iron,Medium,2025-07-19,Evening,EQP-0727,677,Longwall
EXT-014534,SIT-0004,Coal,High,2025-09-06,Evening,EQP-0472,813,Underground
EXT-011860,SIT-0002,Coal,Medium,2025-02-24,Daytime,EQP-0417,863,Block Caving
EXT-001496,SIT-0008,Copper,Medium,2025-12-05,Daytime,EQP-0404,966,Top Slicing
EXT-005367,SIT-0004,Coal,High,2025-07-11,Daytime,EQP-0474,309,Top Slicing
EXT-003523,SIT-0003,Coal,High,2025-08-11,Overnight,EQP-0295,374,Borehole Mining
EXT-017591,SIT-0001,Coal,Medium,2025-05-13,Evening,EQP-0850,710,Top Slicing
EXT-000688,SIT-0003,Coal,High,2025-05-17,Daytime,EQP-0969,999,Top Slicing
EXT-006445,SIT-0003,Coal,Low,2025-05-30,Daytime,EQP-0225,424,Longwall
EXT-018521,SIT-0005,Copper,Medium,2025-04-07,Daytime,EQP-0981,176,Longwall
EXT-006156,SIT-0009,Iron,Medium,2025-06-08,Daytime,EQP-0141,857,Sublevel Stoping
EXT-004563,SIT-0004,Coal,Medium,2025-06-20,Daytime,EQP-0735,152,Block Caving
EXT-005397,SIT-0004,Coal,High,2025-06-17,Evening,EQP-0539,505,Borehole Mining
EXT-003200,SIT-0002,Coal,Medium,2025-03-20,Evening,EQP-0987,219,Auger Mining
EXT-008260,SIT-0009,Iron,Medium,2025-10-17,Evening,EQP-0964,235,Borehole Mining
EXT-018457,SIT-0002,Coal,High,2025-09-19,Overnight,EQP-0837,253,Open-pit
EXT-012393,SIT-0002,Iron,High,2025-12-25,Daytime,EQP-0333,857,Room and Pillar
EXT-019036,SIT-0003,Iron,High,2025-04-21,Evening,EQP-0084,10,Drift and Fill
EXT-009307,SIT-0003,Gold,Medium,2025-07-19,Evening,EQP-0287,901,Longwall
EXT-009602,SIT-0002,Coal,Low,2025-08-19,Overnight,EQP-0305,704,Sublevel Stoping
EXT-009302,SIT-0007,Coal,Medium,2025-07-17,Evening,EQP-0781,629,Top Slicing
EXT-016495,SIT-0003,Silver,Medium,2025-11-18,Daytime,EQP-0593,59,Open-pit
EXT-012806,SIT-0007,Copper,Medium,2025-03-20,Evening,EQP-0804,790,Drift and Fill
EXT-008049,SIT-0003,Copper,Medium,2025-03-25,Overnight,EQP-0461,324,Open-pit
EXT-012853,SIT-0002,Coal,Low,2025-08-16,Overnight,EQP-0774,791,Borehole Mining
EXT-004046,SIT-0003,Coal,High,2025-07-09,Overnight,EQP-0666,262,Auger Mining
EXT-003365,SIT-0004,Gold,Medium,2025-02-22,Overnight,EQP-0357,851,Open-pit
EXT-004604,SIT-0004,Coal,High,2025-10-05,Evening,EQP-0084,952,Drift and Fill
EXT-002633,SIT-0003,Diamond,Medium,2025-12-17,Evening,EQP-0524,401,Underground
EXT-003018,SIT-0003,Gold,Medium,2025-06-08,Evening,EQP-0284,769,Longwall
EXT-007393,SIT-0004,Coal,High,2025-07-17,Evening,EQP-0740,986,Room and Pillar
EXT-017252,SIT-0004,Copper,Medium,2025-07-01,Overnight,EQP-0097,905,Open-pit
EXT-015672,SIT-0001,Iron,Low,2025-08-01,Daytime,EQP-0940,403,Longwall
EXT-001285,SIT-0003,Coal,Medium,2025-01-13,Overnight,EQP-0585,457,Auger Mining
EXT-003797,SIT-0003,Coal,Medium,2025-03-22,Evening,EQP-0475,944,Longwall
EXT-006487,SIT-0002,Coal,High,2025-06-08,Evening,EQP-0862,562,Auger Mining
EXT-006511,SIT-0001,Iron,High,2025-01-07,Evening,EQP-0384,452,Underground
EXT-017484,SIT-0008,Coal,Medium,2025-09-30,Overnight,EQP-0631,421,Borehole Mining
EXT-010325,SIT-0003,Coal,Medium,2025-05-03,Daytime,EQP-0422,158,Sublevel Stoping
EXT-012300,SIT-0001,Coal,Medium,2025-09-13,Evening,EQP-0526,511,Top Slicing
EXT-000453,SIT-0002,Coal,High,2025-06-06,Evening,EQP-0750,657,Drift and Fill
EXT-002385,SIT-0003,Copper,Low,2025-05-31,Daytime,EQP-0237,496,Borehole Mining
EXT-010071,SIT-0003,Gold,Low,2025-09-07,Overnight,EQP-0312,223,Room and Pillar
EXT-017493,SIT-0002,Copper,High,2025-03-06,Overnight,EQP-0994,979,Auger Mining
EXT-018261,SIT-0003,Coal,Low,2025-02-28,Overnight,EQP-0015,581,Block Caving
EXT-013233,SIT-0004,Coal,Medium,2025-11-12,Evening,EQP-0487,368,Open-pit
EXT-018245,SIT-0006,Coal,Medium,2025-09-07,Daytime,EQP-0534,239,Auger Mining
EXT-019015,SIT-0003,Coal,Medium,2025-01-30,Overnight,EQP-0081,131,Block Caving
EXT-000730,SIT-0003,Coal,Medium,2025-05-18,Overnight,EQP-0519,443,Block Caving
EXT-016312,SIT-0002,Coal,High,2025-05-31,Evening,EQP-0328,705,Borehole Mining
EXT-003343,SIT-0004,Coal,Medium,2025-01-07,Overnight,EQP-0114,176,Longwall
EXT-004884,SIT-0006,Nickel,Medium,2025-08-11,Overnight,EQP-0796,641,Block Caving
EXT-007966,SIT-0008,Coal,Medium,2025-09-25,Daytime,EQP-0312,827,Room and Pillar
EXT-006263,SIT-0002,Gold,Low,2025-09-05,Evening,EQP-0814,353,Longwall
EXT-019022,SIT-0002,Iron,Medium,2025-01-21,Daytime,EQP-0661,350,Open-pit
EXT-010048,SIT-0002,Gold,Low,2025-03-08,Daytime,EQP-0319,115,Drift and Fill
EXT-011039,SIT-0002,Silver,Low,2025-07-01,Overnight,EQP-0903,327,Underground
EXT-013154,SIT-0003,Coal,Low,2025-06-21,Daytime,EQP-0690,46,Room and Pillar
EXT-018682,SIT-0004,Coal,High,2025-01-27,Evening,EQP-0019,453,Block Caving
EXT-005714,SIT-0004,Coal,High,2025-04-10,Evening,EQP-0178,683,Block Caving
EXT-019464,SIT-0001,Coal,High,2025-10-09,Daytime,EQP-0400,455,Block Caving
EXT-018517,SIT-0001,Coal,Medium,2025-05-23,Overnight,EQP-0855,303,Sublevel Stoping
EXT-007501,SIT-0002,Coal,High,2025-04-05,Evening,EQP-0819,252,Underground
EXT-005960,SIT-0003,Nickel,Medium,2025-02-05,Overnight,EQP-0531,324,Borehole Mining
EXT-003668,SIT-0008,Gold,Medium,2025-05-26,Evening,EQP-0398,819,Top Slicing
EXT-015895,SIT-0003,Coal,Medium,2025-02-09,Overnight,EQP-0896,300,Auger Mining
EXT-009532,SIT-0003,Copper,High,2025-08-04,Evening,EQP-0476,654,Block Caving
EXT-000726,SIT-0002,Iron,High,2025-12-25,Overnight,EQP-0896,434,Auger Mining
EXT-014863,SIT-0002,Iron,High,2025-11-16,Daytime,EQP-0565,453,Longwall
EXT-016639,SIT-0004,Nickel,Medium,2025-07-30,Evening,EQP-0200,967,Drift and Fill
EXT-005869,SIT-0002,Copper,Medium,2025-10-26,Evening,EQP-0020,562,Block Caving
EXT-015077,SIT-0004,Coal,Low,2025-05-11,Daytime,EQP-0846,819,Block Caving
EXT-007555,SIT-0002,Iron,Low,2025-06-08,Daytime,EQP-0472,220,Auger Mining
EXT-014776,SIT-0001,Nickel,Medium,2025-02-25,Overnight,EQP-0147,188,Auger Mining
EXT-016385,SIT-0001,Iron,High,2025-05-26,Daytime,EQP-0659,998,Sublevel Stoping
EXT-005084,SIT-0002,Gold,High,2025-10-19,Evening,EQP-0259,950,Drift and Fill
EXT-016797,SIT-0010,Coal,Medium,2025-08-29,Overnight,EQP-0646,426,Room and Pillar
EXT-012134,SIT-0001,Iron,Low,2025-07-29,Overnight,EQP-0471,915,Underground
EXT-001624,SIT-0002,Coal,Medium,2025-08-08,Evening,EQP-0851,61,Underground
EXT-012650,SIT-0002,Coal,High,2025-01-14,Overnight,EQP-0800,374,Open-pit
EXT-018193,SIT-0003,Silver,Medium,2025-03-20,Daytime,EQP-0581,853,Longwall
EXT-001116,SIT-0003,Iron,Medium,2025-11-16,Evening,EQP-0825,458,Block Caving
EXT-014053,SIT-0002,Coal,Medium,2025-10-12,Daytime,EQP-0960,419,Underground
EXT-010988,SIT-0002,Coal,High,2025-11-02,Daytime,EQP-0536,558,Open-pit
EXT-017076,SIT-0003,Gold,Low,2025-09-29,Daytime,EQP-0738,171,Top Slicing
EXT-007130,SIT-0001,Copper,High,2025-05-25,Evening,EQP-0157,176,Sublevel Stoping
EXT-003287,SIT-0003,Coal,Low,2025-02-14,Evening,EQP-0541,607,Sublevel Stoping
EXT-008115,SIT-0001,Coal,High,2025-09-24,Evening,EQP-0045,852,Underground
EXT-003349,SIT-0001,Coal,High,2025-03-09,Evening,EQP-0061,190,Underground
EXT-008008,SIT-0002,Nickel,Medium,2025-05-22,Evening,EQP-0202,295,Underground
EXT-015754,SIT-0002,Gold,Medium,2025-07-25,Daytime,EQP-0708,143,Top Slicing
EXT-009142,SIT-0004,Coal,Medium,2025-11-17,Overnight,EQP-0910,553,Block Caving
EXT-011093,SIT-0003,Copper,High,2025-02-19,Overnight,EQP-0092,949,Sublevel Stoping
EXT-018325,SIT-0004,Coal,Low,2025-09-21,Evening,EQP-0295,31,Drift and Fill
EXT-016005,SIT-0003,Iron,High,2025-02-18,Overnight,EQP-0141,270,Top Slicing
EXT-019757,SIT-0002,Coal,Medium,2025-09-02,Overnight,EQP-0583,833,Underground
EXT-007746,SIT-0003,Gold,High,2025-12-15,Overnight,EQP-0214,60,Auger Mining
EXT-002638,SIT-0003,Manganese,High,2025-04-07,Daytime,EQP-0304,986,Underground
EXT-016159,SIT-0003,Iron,Medium,2025-04-19,Daytime,EQP-0881,890,Sublevel Stoping
EXT-000072,SIT-0002,Coal,Low,2025-10-09,Evening,EQP-0424,854,Sublevel Stoping
EXT-018866,SIT-0001,Copper,Medium,2025-11-20,Daytime,EQP-0111,432,Auger Mining
EXT-014563,SIT-0001,Coal,Medium,2025-12-28,Overnight,EQP-0395,775,Underground
EXT-001212,SIT-0006,Coal,Low,2025-09-04,Daytime,EQP-0402,741,Longwall
EXT-006764,SIT-0002,Coal,Medium,2025-04-19,Overnight,EQP-0230,988,Drift and Fill
EXT-010257,SIT-0001,Silver,Medium,2025-04-11,Daytime,EQP-0724,77,Borehole Mining
EXT-011394,SIT-0005,Iron,Medium,2025-11-01,Daytime,EQP-0409,918,Auger Mining
EXT-005245,SIT-0001,Iron,High,2025-08-24,Overnight,EQP-0689,54,Top Slicing
EXT-012004,SIT-0002,Coal,High,2025-09-13,Overnight,EQP-0490,477,Borehole Mining
EXT-002936,SIT-0010,Coal,Low,2025-05-01,Evening,EQP-0316,981,Room and Pillar
EXT-018897,SIT-0006,Coal,Medium,2025-06-25,Overnight,EQP-0074,627,Underground
EXT-009281,SIT-0004,Coal,Medium,2025-01-28,Evening,EQP-0411,260,Drift and Fill
EXT-015536,SIT-0005,Coal,Low,2025-08-24,Overnight,EQP-0412,545,Drift and Fill
EXT-018392,SIT-0003,Coal,Medium,2025-11-15,Overnight,EQP-0928,810,Block Caving
EXT-005575,SIT-0001,Iron,High,2025-10-24,Evening,EQP-0599,447,Longwall
EXT-007461,SIT-0002,Coal,Medium,2025-12-08,Daytime,EQP-0571,539,Block Caving
EXT-017579,SIT-0003,Coal,High,2025-01-01,Daytime,EQP-0232,155,Auger Mining
EXT-014175,SIT-0003,Coal,Low,2025-04-18,Daytime,EQP-0177,430,Drift and Fill
EXT-011685,SIT-0001,Coal,Medium,2025-02-11,Overnight,EQP-0585,370,Top Slicing
EXT-008017,SIT-0003,Gold,High,2025-07-24,Daytime,EQP-0177,64,Drift and Fill
EXT-017965,SIT-0003,Gold,High,2025-03-03,Daytime,EQP-0451,757,Longwall
EXT-013033,SIT-0001,Coal,Medium,2025-02-18,Evening,EQP-0499,234,Underground
EXT-006880,SIT-0004,Coal,High,2025-01-03,Evening,EQP-0428,545,Borehole Mining
EXT-000836,SIT-0002,Copper,Medium,2025-07-17,Daytime,EQP-0079,81,Open-pit
EXT-002583,SIT-0004,Coal,Medium,2025-09-01,Daytime,EQP-0270,659,Borehole Mining
EXT-004103,SIT-0002,Coal,High,2025-06-19,Overnight,EQP-0871,967,Drift and Fill
EXT-004781,SIT-0003,Iron,Medium,2025-12-08,Evening,EQP-0834,13,Underground
EXT-008819,SIT-0003,Coal,Medium,2025-07-29,Overnight,EQP-0610,672,Sublevel Stoping
EXT-016637,SIT-0003,Coal,High,2025-05-26,Overnight,EQP-0839,815,Longwall
EXT-013834,SIT-0003,Copper,High,2025-08-22,Daytime,EQP-0394,340,Top Slicing
EXT-019513,SIT-0002,Coal,Medium,2025-05-17,Daytime,EQP-0670,27,Drift and Fill
EXT-018259,SIT-0003,Coal,Medium,2025-06-08,Daytime,EQP-0472,494,Room and Pillar
EXT-018621,SIT-0002,Iron,Medium,2025-08-12,Overnight,EQP-0421,713,Open-pit
EXT-009668,SIT-0002,Coal,High,2025-07-03,Daytime,EQP-0024,610,Sublevel Stoping
EXT-000032,SIT-0001,Diamond,Medium,2025-05-22,Evening,EQP-0440,547,Block Caving
EXT-018087,SIT-0003,Gold,Medium,2025-09-25,Daytime,EQP-0528,758,Open-pit
EXT-017849,SIT-0008,Coal,Medium,2025-10-07,Overnight,EQP-0697,864,Auger Mining
EXT-001128,SIT-0004,Gold,Medium,2025-10-19,Overnight,EQP-0347,914,Underground
EXT-007730,SIT-0003,Coal,Medium,2025-12-17,Evening,EQP-0319,293,Underground
EXT-017253,SIT-0003,Coal,Medium,2025-12-19,Evening,EQP-0899,249,Block Caving
EXT-011815,SIT-0002,Copper,Medium,2025-08-08,Overnight,EQP-0453,163,Underground
EXT-007650,SIT-0007,Iron,High,2025-03-03,Evening,EQP-0874,891,Open-pit
EXT-011209,SIT-0003,Gold,High,2025-11-11,Overnight,EQP-0761,253,Drift and Fill
EXT-009081,SIT-0004,Gold,Medium,2025-09-22,Daytime,EQP-0256,154,Open-pit
EXT-006008,SIT-0004,Coal,Low,2025-12-02,Evening,EQP-0188,714,Auger Mining
EXT-014522,SIT-0005,Coal,Medium,2025-05-14,Daytime,EQP-0583,865,Room and Pillar
EXT-010147,SIT-0008,Nickel,Medium,2025-08-12,Daytime,EQP-0026,126,Drift and Fill
EXT-001146,SIT-0002,Iron,High,2025-09-28,Evening,EQP-0118,658,Borehole Mining
EXT-010683,SIT-0008,Coal,Medium,2025-04-04,Evening,EQP-0238,426,Room and Pillar
EXT-015597,SIT-0001,Coal,Medium,2025-12-02,Daytime,EQP-0486,548,Longwall
EXT-003450,SIT-0002,Coal,Medium,2025-07-08,Evening,EQP-0202,235,Longwall
EXT-012330,SIT-0001,Coal,High,2025-07-24,Overnight,EQP-0100,711,Drift and Fill
EXT-017624,SIT-0004,Coal,Medium,2025-03-21,Daytime,EQP-0667,788,Block Caving
EXT-007592,SIT-0010,Coal,Medium,2025-05-24,Overnight,EQP-0887,787,Auger Mining
EXT-005763,SIT-0002,Gold,High,2025-07-31,Overnight,EQP-0973,886,Block Caving
EXT-007250,SIT-0004,Coal,High,2025-09-07,Overnight,EQP-0890,682,Room and Pillar
EXT-019126,SIT-0009,Coal,High,2025-08-06,Overnight,EQP-0617,62,Open-pit
EXT-002372,SIT-0003,Iron,High,2025-11-03,Daytime,EQP-0604,749,Longwall
EXT-012752,SIT-0007,Coal,High,2025-06-11,Daytime,EQP-0496,658,Open-pit
EXT-011297,SIT-0002,Coal,Medium,2025-09-19,Evening,EQP-0329,522,Block Caving
EXT-019584,SIT-0003,Coal,Medium,2025-05-07,Evening,EQP-0761,480,Drift and Fill
EXT-005917,SIT-0004,Silver,High,2025-05-12,Evening,EQP-0904,295,Open-pit
EXT-001055,SIT-0001,Coal,Medium,2025-03-01,Evening,EQP-0948,347,Auger Mining
EXT-004213,SIT-0002,Diamond,High,2025-04-01,Overnight,EQP-0170,834,Block Caving
EXT-019491,SIT-0002,Coal,High,2025-04-15,Evening,EQP-0132,827,Auger Mining
EXT-015829,SIT-0004,Copper,Medium,2025-01-17,Daytime,EQP-0152,359,Underground
EXT-003428,SIT-0003,Coal,High,2025-11-21,Overnight,EQP-0902,147,Drift and Fill
EXT-009617,SIT-0001,Copper,Medium,2025-05-27,Evening,EQP-0590,597,Open-pit
EXT-002220,SIT-0001,Coal,High,2025-02-24,Evening,EQP-0910,129,Longwall
EXT-010899,SIT-0003,Coal,Medium,2025-06-17,Evening,EQP-0284,131,Sublevel Stoping
EXT-008611,SIT-0003,Coal,High,2025-08-02,Evening,EQP-0544,364,Room and Pillar
EXT-004687,SIT-0002,Iron,Medium,2025-10-06,Daytime,EQP-0889,290,Sublevel Stoping
EXT-018674,SIT-0003,Iron,Medium,2025-08-15,Evening,EQP-0208,143,Borehole Mining
EXT-019293,SIT-0001,Coal,Medium,2025-03-21,Evening,EQP-0234,926,Borehole Mining
EXT-002904,SIT-0007,Gold,High,2025-07-18,Evening,EQP-0866,194,Room and Pillar
EXT-011955,SIT-0002,Iron,Medium,2025-10-15,Daytime,EQP-0975,36,Auger Mining
EXT-017232,SIT-0004,Coal,High,2025-11-02,Daytime,EQP-0409,813,Longwall
EXT-009153,SIT-0004,Coal,High,2025-08-26,Evening,EQP-0576,968,Borehole Mining
EXT-015247,SIT-0001,Silver,High,2025-07-24,Overnight,EQP-0584,10,Longwall
EXT-011959,SIT-0010,Silver,High,2025-12-23,Daytime,EQP-0799,519,Borehole Mining
EXT-017571,SIT-0008,Coal,Medium,2025-07-06,Daytime,EQP-0357,601,Room and Pillar
EXT-011033,SIT-0002,Iron,Medium,2025-07-28,Daytime,EQP-0103,666,Underground
EXT-011321,SIT-0004,Coal,Low,2025-05-25,Overnight,EQP-0035,212,Sublevel Stoping
EXT-008813,SIT-0004,Coal,High,2025-12-05,Evening,EQP-0061,413,Underground
EXT-007469,SIT-0009,Iron,Medium,2025-03-21,Daytime,EQP-0728,261,Top Slicing
EXT-013214,SIT-0008,Coal,High,2025-07-19,Evening,EQP-0828,98,Block Caving
EXT-009099,SIT-0007,Coal,Medium,2025-03-31,Evening,EQP-0164,691,Longwall
EXT-007911,SIT-0009,Copper,Low,2025-07-16,Daytime,EQP-0932,763,Borehole Mining
EXT-004553,SIT-0002,Copper,Low,2025-03-12,Evening,EQP-0179,948,Block Caving
EXT-019545,SIT-0002,Copper,Medium,2025-07-01,Evening,EQP-0935,233,Underground
EXT-000086,SIT-0002,Copper,High,2025-05-27,Evening,EQP-0836,995,Room and Pillar
EXT-013528,SIT-0001,Coal,Medium,2025-07-11,Overnight,EQP-0638,527,Top Slicing
EXT-010517,SIT-0003,Coal,Medium,2025-08-19,Daytime,EQP-0603,296,Auger Mining
EXT-007124,SIT-0001,Coal,Medium,2025-09-03,Overnight,EQP-0752,622,Room and Pillar
EXT-005767,SIT-0010,Gold,Medium,2025-12-19,Overnight,EQP-0936,522,Sublevel Stoping
EXT-016158,SIT-0002,Coal,Medium,2025-12-13,Daytime,EQP-0052,796,Sublevel Stoping
EXT-007164,SIT-0003,Iron,High,2025-07-12,Daytime,EQP-0502,570,Underground
EXT-015979,SIT-0001,Copper,Medium,2025-11-06,Daytime,EQP-0423,932,Sublevel Stoping
EXT-011494,SIT-0005,Nickel,Medium,2025-11-07,Evening,EQP-0719,732,Borehole Mining
EXT-000537,SIT-0009,Coal,Medium,2025-06-29,Evening,EQP-0670,992,Block Caving
EXT-000760,SIT-0010,Coal,Medium,2025-09-08,Overnight,EQP-0955,672,Drift and Fill
EXT-004075,SIT-0002,Coal,Medium,2025-02-06,Daytime,EQP-0572,183,Drift and Fill
EXT-018025,SIT-0002,Silver,Medium,2025-06-08,Overnight,EQP-0376,260,Block Caving
EXT-012623,SIT-0003,Diamond,High,2025-07-27,Overnight,EQP-0629,10,Longwall
EXT-010682,SIT-0001,Coal,Low,2025-12-28,Overnight,EQP-0792,953,Underground
EXT-001501,SIT-0002,Coal,Medium,2025-07-12,Overnight,EQP-0662,706,Underground
EXT-000765,SIT-0002,Coal,High,2025-09-16,Daytime,EQP-0873,625,Room and Pillar
EXT-006151,SIT-0003,Coal,High,2025-11-27,Evening,EQP-0185,358,Drift and Fill
EXT-007698,SIT-0001,Coal,Medium,2025-02-21,Daytime,EQP-0723,777,Room and Pillar
EXT-016046,SIT-0002,Coal,High,2025-07-29,Evening,EQP-0054,543,Top Slicing
EXT-003439,SIT-0004,Iron,High,2025-11-15,Evening,EQP-0578,695,Block Caving
EXT-001918,SIT-0003,Diamond,Low,2025-05-06,Daytime,EQP-0229,113,Open-pit
EXT-004382,SIT-0004,Nickel,Low,2025-01-19,Evening,EQP-0956,132,Borehole Mining
EXT-015412,SIT-0004,Iron,High,2025-02-05,Evening,EQP-0255,460,Room and Pillar
EXT-015308,SIT-0003,Silver,Medium,2025-10-01,Daytime,EQP-0251,20,Block Caving
EXT-007769,SIT-0001,Coal,High,2025-10-15,Evening,EQP-0543,399,Top Slicing
EXT-009927,SIT-0003,Manganese,Medium,2025-09-18,Daytime,EQP-0931,634,Sublevel Stoping
EXT-000773,SIT-0010,Coal,Medium,2025-12-17,Overnight,EQP-0090,274,Underground
EXT-001098,SIT-0001,Iron,High,2025-03-08,Daytime,EQP-0424,958,Block Caving
EXT-000311,SIT-0003,Coal,High,2025-09-16,Overnight,EQP-0315,705,Open-pit
EXT-004121,SIT-0005,Coal,Medium,2025-12-03,Evening,EQP-0787,456,Underground
EXT-014107,SIT-0003,Coal,Medium,2025-11-11,Daytime,EQP-0654,609,Block Caving
EXT-007172,SIT-0004,Gold,High,2025-04-18,Daytime,EQP-0974,466,Underground
EXT-017813,SIT-0001,Coal,High,2025-12-05,Evening,EQP-0831,723,Borehole Mining
EXT-002599,SIT-0004,Coal,High,2025-10-17,Evening,EQP-0598,274,Longwall
EXT-015925,SIT-0002,Coal,High,2025-11-24,Daytime,EQP-0199,531,Borehole Mining
EXT-003556,SIT-0002,Iron,Low,2025-05-15,Evening,EQP-0288,981,Borehole Mining
EXT-003919,SIT-0004,Silver,Medium,2025-02-26,Daytime,EQP-0341,663,Open-pit
EXT-010497,SIT-0003,Coal,High,2025-01-23,Evening,EQP-0818,412,Borehole Mining
EXT-003587,SIT-0001,Copper,Medium,2025-09-11,Overnight,EQP-0848,688,Longwall
EXT-008840,SIT-0001,Iron,Low,2025-12-03,Daytime,EQP-0033,852,Longwall
EXT-010784,SIT-0004,Coal,Medium,2025-01-19,Overnight,EQP-0238,464,Underground
EXT-019992,SIT-0001,Coal,Medium,2025-08-10,Evening,EQP-0079,436,Drift and Fill
EXT-001008,SIT-0003,Coal,Low,2025-01-10,Daytime,EQP-0909,886,Auger Mining
EXT-013134,SIT-0002,Nickel,High,2025-03-19,Evening,EQP-0445,486,Open-pit
EXT-007358,SIT-0004,Iron,Medium,2025-06-18,Overnight,EQP-0943,319,Sublevel Stoping
EXT-008005,SIT-0001,Coal,Medium,2025-04-01,Daytime,EQP-0280,791,Drift and Fill
EXT-005438,SIT-0002,Coal,Low,2025-11-29,Daytime,EQP-0531,589,Open-pit
EXT-002484,SIT-0003,Gold,Medium,2025-04-18,Evening,EQP-0705,257,Auger Mining
EXT-010584,SIT-0004,Coal,Low,2025-12-16,Evening,EQP-0589,190,Longwall
EXT-019511,SIT-0005,Silver,High,2025-11-22,Overnight,EQP-0975,259,Top Slicing
EXT-001012,SIT-0004,Coal,Medium,2025-02-05,Daytime,EQP-0895,730,Longwall
EXT-010798,SIT-0002,Coal,Medium,2025-01-03,Evening,EQP-0443,265,Auger Mining
EXT-019356,SIT-0003,Coal,High,2025-10-11,Overnight,EQP-0349,133,Block Caving
EXT-000786,SIT-0002,Coal,Medium,2025-07-25,Overnight,EQP-0821,107,Borehole Mining
EXT-000921,SIT-0002,Coal,Medium,2025-02-26,Daytime,EQP-0799,251,Drift and Fill
EXT-010438,SIT-0010,Coal,Medium,2025-12-13,Evening,EQP-0913,302,Drift and Fill
EXT-003742,SIT-0009,Coal,High,2025-07-27,Overnight,EQP-0098,843,Borehole Mining
EXT-014151,SIT-0002,Coal,Low,2025-11-26,Overnight,EQP-0703,571,Underground
EXT-015269,SIT-0001,Nickel,Medium,2025-08-15,Overnight,EQP-0765,697,Block Caving
EXT-012609,SIT-0010,Iron,Low,2025-01-24,Overnight,EQP-0684,943,Borehole Mining
EXT-015392,SIT-0003,Copper,Low,2025-09-13,Overnight,EQP-0160,626,Drift and Fill
EXT-012854,SIT-0002,Coal,High,2025-09-10,Daytime,EQP-0396,442,Open-pit
EXT-000159,SIT-0001,Gold,High,2025-02-28,Overnight,EQP-0346,121,Open-pit
EXT-008100,SIT-0004,Copper,High,2025-08-20,Evening,EQP-0561,373,Auger Mining
EXT-004281,SIT-0001,Iron,Medium,2025-04-20,Overnight,EQP-0030,239,Block Caving
EXT-015745,SIT-0003,Coal,Medium,2025-02-16,Overnight,EQP-0309,845,Block Caving
EXT-016056,SIT-0002,Iron,High,2025-01-09,Evening,EQP-0216,752,Open-pit
EXT-009104,SIT-0001,Iron,High,2025-08-07,Evening,EQP-0297,132,Longwall
EXT-002456,SIT-0009,Coal,Medium,2025-10-14,Evening,EQP-0360,859,Open-pit
EXT-001312,SIT-0004,Gold,Low,2025-04-22,Daytime,EQP-0324,163,Drift and Fill
EXT-018760,SIT-0003,Coal,High,2025-08-24,Overnight,EQP-0353,89,Block Caving
EXT-014416,SIT-0002,Coal,Medium,2025-10-24,Daytime,EQP-0511,171,Block Caving
EXT-005217,SIT-0004,Coal,High,2025-07-20,Overnight,EQP-0881,643,Longwall
EXT-018462,SIT-0004,Copper,Medium,2025-08-02,Daytime,EQP-0646,165,Open-pit
EXT-008560,SIT-0002,Nickel,High,2025-06-27,Daytime,EQP-0402,617,Block Caving
EXT-018723,SIT-0001,Coal,Medium,2025-11-20,Evening,EQP-0543,433,Block Caving
EXT-003288,SIT-0002,Coal,Medium,2025-07-04,Overnight,EQP-0019,783,Room and Pillar
EXT-013876,SIT-0002,Coal,Medium,2025-01-12,Evening,EQP-0598,162,Sublevel Stoping
EXT-008752,SIT-0004,Iron,Low,2025-11-28,Daytime,EQP-0327,168,Underground
EXT-011118,SIT-0001,Iron,Low,2025-04-06,Overnight,EQP-0550,225,Room and Pillar
EXT-010043,SIT-0003,Iron,Low,2025-06-27,Daytime,EQP-0312,283,Sublevel Stoping
EXT-013143,SIT-0003,Copper,Medium,2025-06-22,Overnight,EQP-0938,331,Top Slicing
EXT-016927,SIT-0003,Iron,Medium,2025-03-01,Evening,EQP-0985,658,Underground
EXT-012855,SIT-0003,Coal,Medium,2025-04-02,Overnight,EQP-0893,191,Underground
EXT-003464,SIT-0002,Coal,High,2025-10-11,Daytime,EQP-0122,812,Sublevel Stoping
EXT-017770,SIT-0003,Gold,Low,2025-05-12,Evening,EQP-0039,790,Borehole Mining
EXT-008435,SIT-0002,Coal,Medium,2025-09-12,Evening,EQP-0756,541,Longwall
EXT-004898,SIT-0010,Coal,Medium,2025-07-18,Evening,EQP-0613,591,Auger Mining
